stage,group,cell_id,episode_id,seed,opponent,config_json,starting_money,final_money,profit,revenue_total,cost_seed,cost_hire,cost_land,cost_animal,cost_buy_wheat,cost_buy_fertilizer,cost_other,harvest_units_json,animal_units_json,sold_units_total,avg_realized_price_overall,hands_hired_events,land_quadrants_end,productive_action_rate,movement_fraction,market_action_fraction,win,money_margin,validation_overall,inventory_overflow_flag
F,h2h_c1_production_x_market_market_aware,c1_integrated_inv_high_threshold_batch,c1_integrated_inv_high_threshold_batch_seed201100,201100,agents/baseline_agent.py,"{""animal_buy_day"": 0, ""animals"": {""COW"": 1, ""GOOSE"": 1}, ""crops"": {""MELON"": 0.5, ""STRAWBERRY"": 0.5}, ""land_buy_day"": 0, ""land_quadrants"": 1, ""n_hands"": 4, ""sell_policy"": {""batch_interval_days"": 7, ""mode"": ""threshold_batch"", ""threshold_frac"": 1.1}}",3000.0,30638.0,27638.0,40708.561,8220,153,1000,2800,897.561,0,0.0,"{""STRAWBERRY"": 55, ""MELON"": 115}","{""COW"": 0, ""GOOSE"": 10}",175,232.6203,89,2,0.9366,0.5857,0.3472,1,24704.0,PASS,0
F,h2h_c1_production_x_market_market_aware,c1_integrated_inv_high_threshold_batch,c1_integrated_inv_high_threshold_batch_seed201101,201101,agents/baseline_agent.py,"{""animal_buy_day"": 0, ""animals"": {""COW"": 1, ""GOOSE"": 1}, ""crops"": {""MELON"": 0.5, ""STRAWBERRY"": 0.5}, ""land_buy_day"": 0, ""land_quadrants"": 1, ""n_hands"": 4, ""sell_policy"": {""batch_interval_days"": 7, ""mode"": ""threshold_batch"", ""threshold_frac"": 1.1}}",3000.0,33325.0,30325.0,42599.6831,8240,153,1000,1800,1081.6831,0,0.0,"{""STRAWBERRY"": 57, ""MELON"": 115}","{""COW"": 8, ""GOOSE"": 20}",194,219.586,89,2,0.9398,0.5886,0.349,1,27518.0,PASS,0
F,h2h_c1_production_x_market_market_aware,c1_integrated_inv_high_threshold_batch,c1_integrated_inv_high_threshold_batch_seed201102,201102,agents/baseline_agent.py,"{""animal_buy_day"": 0, ""animals"": {""COW"": 1, ""GOOSE"": 1}, ""crops"": {""MELON"": 0.5, ""STRAWBERRY"": 0.5}, ""land_buy_day"": 0, ""land_quadrants"": 1, ""n_hands"": 4, ""sell_policy"": {""batch_interval_days"": 7, ""mode"": ""threshold_batch"", ""threshold_frac"": 1.1}}",3000.0,30744.0,27744.0,39351.3399,7340,153,1000,2400,714.3399,0,0.0,"{""STRAWBERRY"": 58, ""MELON"": 115}","{""COW"": 9, ""GOOSE"": 11}",186,211.5663,89,2,0.934,0.5916,0.3464,1,25549.0,PASS,0
F,h2h_c1_production_x_market_market_aware,c1_integrated_inv_high_threshold_batch,c1_integrated_inv_high_threshold_batch_seed201103,201103,agents/baseline_agent.py,"{""animal_buy_day"": 0, ""animals"": {""COW"": 1, ""GOOSE"": 1}, ""crops"": {""MELON"": 0.5, ""STRAWBERRY"": 0.5}, ""land_buy_day"": 0, ""land_quadrants"": 1, ""n_hands"": 4, ""sell_policy"": {""batch_interval_days"": 7, ""mode"": ""threshold_batch"", ""threshold_frac"": 1.1}}",3000.0,33030.0,30030.0,41507.1966,7820,153,1000,1400,1104.1966,0,0.0,"{""STRAWBERRY"": 66, ""MELON"": 115}","{""COW"": 14, ""GOOSE"": 16}",194,213.9546,89,2,0.9198,0.573,0.3515,1,27239.0,PASS,0
F,h2h_c1_production_x_market_market_aware,c1_integrated_inv_high_threshold_batch,c1_integrated_inv_high_threshold_batch_seed201104,201104,agents/baseline_agent.py,"{""animal_buy_day"": 0, ""animals"": {""COW"": 1, ""GOOSE"": 1}, ""crops"": {""MELON"": 0.5, ""STRAWBERRY"": 0.5}, ""land_buy_day"": 0, ""land_quadrants"": 1, ""n_hands"": 4, ""sell_policy"": {""batch_interval_days"": 7, ""mode"": ""threshold_batch"", ""threshold_frac"": 1.1}}",3000.0,32059.0,29059.0,40672.9969,7820,150,1000,1700,943.997,0,0.0,"{""STRAWBERRY"": 62, ""MELON"": 113}","{""COW"": 17, ""GOOSE"": 10}",182,223.478,88,2,0.9276,0.5781,0.3611,1,26810.0,PARTIAL,0
F,h2h_c1_production_x_market_market_aware,c1_integrated_inv_high_threshold_batch,c1_integrated_inv_high_threshold_batch_seed201105,201105,agents/baseline_agent.py,"{""animal_buy_day"": 0, ""animals"": {""COW"": 1, ""GOOSE"": 1}, ""crops"": {""MELON"": 0.5, ""STRAWBERRY"": 0.5}, ""land_buy_day"": 0, ""land_quadrants"": 1, ""n_hands"": 4, ""sell_policy"": {""batch_interval_days"": 7, ""mode"": ""threshold_batch"", ""threshold_frac"": 1.1}}",3000.0,31156.0,28156.0,40527.044,8220,148,1000,2100,903.0439,0,0.0,"{""STRAWBERRY"": 69, ""MELON"": 115}","{""COW"": 14, ""GOOSE"": 14}",191,212.1835,87,2,0.9225,0.5716,0.3748,1,25780.0,PARTIAL,0
F,h2h_c1_production_x_market_market_aware,c1_integrated_inv_high_threshold_batch,c1_integrated_inv_high_threshold_batch_seed201106,201106,agents/baseline_agent.py,"{""animal_buy_day"": 0, ""animals"": {""COW"": 1, ""GOOSE"": 1}, ""crops"": {""MELON"": 0.5, ""STRAWBERRY"": 0.5}, ""land_buy_day"": 0, ""land_quadrants"": 1, ""n_hands"": 4, ""sell_policy"": {""batch_interval_days"": 7, ""mode"": ""threshold_batch"", ""threshold_frac"": 1.1}}",3000.0,34539.0,31539.0,43489.3657,7760,153,1000,2100,937.3656,0,0.0,"{""STRAWBERRY"": 62, ""MELON"": 114}","{""COW"": 9, ""GOOSE"": 11}",188,231.3264,89,2,0.9387,0.5875,0.3469,1,29057.0,PARTIAL,0
F,h2h_c1_production_x_market_market_aware,c1_integrated_inv_high_threshold_batch,c1_integrated_inv_high_threshold_batch_seed201107,201107,agents/baseline_agent.py,"{""animal_buy_day"": 0, ""animals"": {""COW"": 1, ""GOOSE"": 1}, ""crops"": {""MELON"": 0.5, ""STRAWBERRY"": 0.5}, ""land_buy_day"": 0, ""land_quadrants"": 1, ""n_hands"": 4, ""sell_policy"": {""batch_interval_days"": 7, ""mode"": ""threshold_batch"", ""threshold_frac"": 1.1}}",3000.0,32225.0,29225.0,42063.6059,8220,153,1000,2700,765.6058,0,0.0,"{""STRAWBERRY"": 56, ""MELON"": 115}","{""COW"": 13, ""GOOSE"": 1}",180,233.6867,89,2,0.9402,0.5869,0.3489,1,26614.0,PARTIAL,0
F,h2h_c1_production_x_market_market_aware,c1_integrated_inv_high_threshold_batch,c1_integrated_inv_high_threshold_batch_seed201108,201108,agents/baseline_agent.py,"{""animal_buy_day"": 0, ""animals"": {""COW"": 1, ""GOOSE"": 1}, ""crops"": {""MELON"": 0.5, ""STRAWBERRY"": 0.5}, ""land_buy_day"": 0, ""land_quadrants"": 1, ""n_hands"": 4, ""sell_policy"": {""batch_interval_days"": 7, ""mode"": ""threshold_batch"", ""threshold_frac"": 1.1}}",3000.0,28924.0,25924.0,37831.0707,7880,153,1000,2100,774.0706,0,0.0,"{""STRAWBERRY"": 57, ""MELON"": 115}","{""COW"": 8, ""GOOSE"": 14}",186,203.3929,89,2,0.934,0.5867,0.3472,1,24224.0,PARTIAL,0
F,h2h_c1_production_x_market_market_aware,c1_integrated_inv_high_threshold_batch,c1_integrated_inv_high_threshold_batch_seed201109,201109,agents/baseline_agent.py,"{""animal_buy_day"": 0, ""animals"": {""COW"": 1, ""GOOSE"": 1}, ""crops"": {""MELON"": 0.5, ""STRAWBERRY"": 0.5}, ""land_buy_day"": 0, ""land_quadrants"": 1, ""n_hands"": 4, ""sell_policy"": {""batch_interval_days"": 7, ""mode"": ""threshold_batch"", ""threshold_frac"": 1.1}}",3000.0,33676.0,30676.0,42260.7913,7620,153,1000,2100,711.7913,0,0.0,"{""STRAWBERRY"": 59, ""MELON"": 114}","{""COW"": 9, ""GOOSE"": 13}",189,223.6021,89,2,0.9413,0.5937,0.3461,1,28805.0,PASS,0
